Drug_Target,GROUNDTRUTH
C0006809_C0087012,0
C0006809_C0149931,0
C0006809_C0154246,0
C0006809_C0162309,0
C0006809_C0162671,0
C0006809_C0220756,0
C0006809_C0242422,0
C0006809_C0268250,0
C0006809_C0268251,0
C0006809_C0268465,0
C0006809_C0268490,0
C0006809_C0268542,0
C0006809_C0268579,0
C0006809_C0270846,0
C0006809_C0282528,0
C0006809_C0349653,0
C0006809_C0442874,0
C0006809_C0494475,0
C0006809_C0524851,0
C0006809_C0751434,0
C0006809_C0751435,0
C0006809_C0751436,0
C0006809_C0751882,0
C0006809_C0752120,0
C0006809_C0878544,0
C0006809_C0878773,0
C0006809_C0948089,0
C0006809_C1145670,0
C0006809_C1527231,0
C0006809_C1849508,0
C0006809_C1961835,0
C0006809_C2931688,0
C0006809_C5203670,0
C0006863_C0001125,0
C0006863_C0002066,0
C0006863_C0002395,0
C0006863_C0002986,0
C0006863_C0004096,0
C0006863_C0004238,0
C0006863_C0007194,0
C0006863_C0007222,0
C0006863_C0011168,0
C0006863_C0011849,0
C0006863_C0011860,0
C0006863_C0017205,0
C0006863_C0018790,0
C0006863_C0018799,0
C0006863_C0018801,0
C0006863_C0018802,0
C0006863_C0019147,0
C0006863_C0019151,0
C0006863_C0019202,0
C0006863_C0019247,0
C0006863_C0019880,0
C0006863_C0020541,0
C0006863_C0020615,0
C0006863_C0023521,0
C0006863_C0023890,0
C0006863_C0023895,0
C0006863_C0024117,0
C0006863_C0024408,0
C0006863_C0024776,0
C0006863_C0025517,0
C0006863_C0025521,0
C0006863_C0026848,0
C0006863_C0026850,0
C0006863_C0026896,0
C0006863_C0027051,0
C0006863_C0027126,0
C0006863_C0027765,0
C0006863_C0027868,0
C0006863_C0028754,0
C0006863_C0031485,0
C0006863_C0038454,0
C0006863_C0043459,0
C0006863_C0085584,0
C0006863_C0087012,0
C0006863_C0149931,0
C0006863_C0154246,0
C0006863_C0162309,0
C0006863_C0162671,0
C0006863_C0220756,0
C0006863_C0242422,0
C0006863_C0268250,0
C0006863_C0268251,0
C0006863_C0268465,0
C0006863_C0268490,0
C0006863_C0268542,0
C0006863_C0268579,0
C0006863_C0270846,0
C0006863_C0282528,0
C0006863_C0349653,0
C0006863_C0494475,0
C0006863_C0524851,0
C0006863_C0751434,0
C0006863_C0751435,0
C0006863_C0751436,0
C0006863_C0751882,0
C0006863_C0752120,0
C0006863_C0878544,0
C0006863_C0878773,0
C0006863_C0948089,0
C0006863_C1145670,0
C0006863_C1527231,0
C0006863_C1849508,0
C0006863_C1961835,0
C0006863_C2931688,0
C0006863_C5203670,0
C0006865_C0001125,0
C0006865_C0002066,0
C0006865_C0002395,0
C0006865_C0002986,0
C0006865_C0004096,0
C0006865_C0004238,0
C0006865_C0007194,0
C0006865_C0007222,0
C0006865_C0011168,0
C0006865_C0011849,0
C0006865_C0011860,0
C0006865_C0014544,0
C0006865_C0017205,0
C0006865_C0018790,0
C0006865_C0018799,0
C0006865_C0018801,0
C0006865_C0018802,0
C0006865_C0019147,0
C0006865_C0019151,0
C0006865_C0019202,0
C0006865_C0019247,0
C0006865_C0019880,0
C0006865_C0020538,0
C0006865_C0020541,0
C0006865_C0020615,0
C0006865_C0023521,0
C0006865_C0023890,0
C0006865_C0023895,0
C0006865_C0024117,0
C0006865_C0024408,0
C0006865_C0024776,0
C0006865_C0025517,0
C0006865_C0025521,0
C0006865_C0026848,0
C0006865_C0026850,0
C0006865_C0026896,0
C0006865_C0027051,0
C0006865_C0027126,0
C0006865_C0027765,0
C0006865_C0027868,0
C0006865_C0028754,0
C0006865_C0031485,0
C0006865_C0038454,0
C0006865_C0043459,0
C0006865_C0085584,0
C0006865_C0087012,0
C0006865_C0149931,0
C0006865_C0154246,0
C0006865_C0162309,0
C0006865_C0162671,0
C0006865_C0220756,0
C0006865_C0242422,0
C0006865_C0268250,0
C0006865_C0268251,0
C0006865_C0268465,0
C0006865_C0268490,0
C0006865_C0268542,0
C0006865_C0268579,0
C0006865_C0270846,0
C0006865_C0282528,0
C0006865_C0349653,0
C0006865_C0442874,0
C0006865_C0494475,0
C0006865_C0524851,0
C0006865_C0751434,0
C0006865_C0751435,0
C0006865_C0751436,0
C0006865_C0751882,0
C0006865_C0752120,0
C0006865_C0878544,0
C0006865_C0878773,0
C0006865_C0948089,0
C0006865_C1145670,0
C0006865_C1527231,0
C0006865_C1849508,0
C0006865_C1961835,0
C0006865_C2931688,0
C0006865_C5203670,0
C0006938_C0001125,0
C0006938_C0002066,0
C0006938_C0002395,0
C0006938_C0002986,0
C0006938_C0004096,0
C0006938_C0004238,0
C0006938_C0007194,0
C0006938_C0011168,0
C0006938_C0011849,0
C0006938_C0011860,0
C0006938_C0014544,0
C0006938_C0017205,0
C0006938_C0018790,0
C0006938_C0018801,0
C0006938_C0019147,0
C0006938_C0019151,0
C0006938_C0019202,0
C0006938_C0019247,0
C0006938_C0019880,0
C0006938_C0020179,0
C0006938_C0020541,0
C0006938_C0020615,0
C0006938_C0023521,0
C0006938_C0023890,0
C0006938_C0023895,0
C0006938_C0024117,0
C0006938_C0024408,0
C0006938_C0024776,0
C0006938_C0025517,0
C0006938_C0025521,0
C0006938_C0026848,0
C0006938_C0026850,0
C0006938_C0026896,0
C0006938_C0027126,0
C0006938_C0027765,0
C0006938_C0027868,0
C0006938_C0028754,0
C0006938_C0030567,0
C0006938_C0031485,0
C0006938_C0038454,0
C0006938_C0043459,0
C0006938_C0085584,0
C0006938_C0087012,0
C0006938_C0149931,0
C0006938_C0154246,0
C0006938_C0162309,0
C0006938_C0162671,0
C0006938_C0220756,0
C0006938_C0242422,0
C0006938_C0268250,0
C0006938_C0268251,0
C0006938_C0268465,0
C0006938_C0268490,0
C0006938_C0268542,0
C0006938_C0268579,0
C0006938_C0270846,0
C0006938_C0282528,0
C0006938_C0349653,0
C0006938_C0442874,0
C0006938_C0494475,0
C0006938_C0524851,0
C0006938_C0751434,0
C0006938_C0751435,0
C0006938_C0751436,0
C0006938_C0751882,0
C0006938_C0752120,0
C0006938_C0878544,0
C0006938_C0878773,0
C0006938_C0948089,0
C0006938_C1145670,0
C0006938_C1527231,0
C0006938_C1849508,0
C0006938_C1961835,0
C0006938_C2931688,0
C0006938_C5203670,0
C0006949_C0001125,0
C0006949_C0002066,0
C0006949_C0002395,0
C0006949_C0002986,0
C0006949_C0004096,0
C0006949_C0004238,0
C0006949_C0007194,0
C0006949_C0007222,0
C0006949_C0011168,0
C0006949_C0011849,0
C0006949_C0011860,0
C0006949_C0017205,0
C0006949_C0018790,0
C0006949_C0018799,0
C0006949_C0018801,0
C0006949_C0018802,0
C0006949_C0019147,0
C0006949_C0019151,0
C0006949_C0019202,0
C0006949_C0019247,0
C0006949_C0019880,0
C0006949_C0020179,0
C0006949_C0020538,0
C0006949_C0020541,0
C0006949_C0020615,0
C0006949_C0023521,0
C0006949_C0023890,0
C0006949_C0023895,0
C0006949_C0024117,0
C0006949_C0024408,0
C0006949_C0024776,0
C0006949_C0025517,0
C0006949_C0025521,0
C0006949_C0026848,0
C0006949_C0026850,0
C0006949_C0026896,0
C0006949_C0027051,0
C0006949_C0027126,0
C0006949_C0027765,0
C0006949_C0027868,0
C0006949_C0028754,0
C0006949_C0030567,0
C0006949_C0031485,0
C0006949_C0038454,0
C0006949_C0043459,0
C0006949_C0085584,0
C0006949_C0087012,0
C0006949_C0149931,0
C0006949_C0154246,0
C0006949_C0162309,0
C0006949_C0162671,0
C0006949_C0220756,0
C0006949_C0242422,0
C0006949_C0268250,0
C0006949_C0268251,0
C0006949_C0268465,0
C0006949_C0268490,0
C0006949_C0268542,0
C0006949_C0268579,0
C0006949_C0270846,0
C0006949_C0282528,0
C0006949_C0349653,0
C0006949_C0442874,0
C0006949_C0524851,0
C0006949_C0751434,0
C0006949_C0751435,0
C0006949_C0751436,0
C0006949_C0751882,0
C0006949_C0752120,0
C0006949_C0878544,0
C0006949_C0878773,0
C0006949_C0948089,0
C0006949_C1145670,0
C0006949_C1527231,0
C0006949_C1849508,0
C0006949_C1961835,0
C0006949_C2931688,0
C0006949_C5203670,0
C0006982_C0001125,0
C0006982_C0002066,0
C0006982_C0002395,0
C0006982_C0002986,0
C0006982_C0004238,0
C0006982_C0007194,0
C0006982_C0007222,0
C0006982_C0011168,0
C0006982_C0011849,0
C0006982_C0011860,0
C0006982_C0014544,0
C0006982_C0017205,0
C0006982_C0018790,0
C0006982_C0018799,0
C0006982_C0018801,0
C0006982_C0018802,0
C0006982_C0019147,0
C0006982_C0019151,0
C0006982_C0019202,0
C0006982_C0019247,0
C0006982_C0019880,0
C0006982_C0020179,0
C0006982_C0020541,0
C0006982_C0020615,0
C0006982_C0023521,0
C0006982_C0023890,0
C0006982_C0023895,0
C0006982_C0024117,0
C0006982_C0024408,0
C0006982_C0024776,0
C0006982_C0025517,0
C0006982_C0025521,0
C0006982_C0026848,0
C0006982_C0026850,0
C0006982_C0026896,0
C0006982_C0027051,0
C0006982_C0027126,0
C0006982_C0027765,0
C0006982_C0027868,0
C0006982_C0028754,0
C0006982_C0031485,0
C0006982_C0038454,0
C0006982_C0043459,0
C0006982_C0085584,0
C0006982_C0087012,0
C0006982_C0149931,0
C0006982_C0154246,0
C0006982_C0162309,0
C0006982_C0162671,0
C0006982_C0220756,0
C0006982_C0268250,0
C0006982_C0268251,0
C0006982_C0268465,0
C0006982_C0268490,0
C0006982_C0268542,0
C0006982_C0268579,0
C0006982_C0270846,0
C0006982_C0282528,0
C0006982_C0349653,0
C0006982_C0442874,0
C0006982_C0494475,0
C0006982_C0524851,0
C0006982_C0751434,0
C0006982_C0751435,0
C0006982_C0751436,0
C0006982_C0751882,0
C0006982_C0752120,0
C0006982_C0878544,0
C0006982_C0878773,0
C0006982_C0948089,0
C0006982_C1145670,0
C0006982_C1527231,0
C0006982_C1849508,0
C0006982_C1961835,0
C0006982_C2931688,0
C0006982_C5203670,0
C0007009_C0001125,0
C0007009_C0002066,0
C0007009_C0002395,0
C0007009_C0002986,0
C0007009_C0004238,0
C0007009_C0007194,0
C0007009_C0007222,0
C0007009_C0011168,0
C0007009_C0011849,0
C0007009_C0011860,0
C0007009_C0014544,0
C0007009_C0017205,0
C0007009_C0018790,0
C0007009_C0018799,0
C0007009_C0018801,0
C0007009_C0018802,0
C0007009_C0019147,0
C0007009_C0019151,0
C0007009_C0019202,0
C0007009_C0019247,0
C0007009_C0019880,0
C0007009_C0020179,0
C0007009_C0020538,0
C0007009_C0020541,0
C0007009_C0020615,0
C0007009_C0023521,0
C0007009_C0023890,0
C0007009_C0023895,0
C0007009_C0024117,0
C0007009_C0024408,0
C0007009_C0024776,0
C0007009_C0025517,0
C0007009_C0025521,0
C0007009_C0026848,0
C0007009_C0026850,0
C0007009_C0026896,0
C0007009_C0027051,0
C0007009_C0027126,0
C0007009_C0027765,0
C0007009_C0027868,0
C0007009_C0028754,0
C0007009_C0030567,0
C0007009_C0031485,0
C0007009_C0038454,0
C0007009_C0043459,0
C0007009_C0087012,0
C0007009_C0149931,0
C0007009_C0154246,0
C0007009_C0162309,0
C0007009_C0162671,0
C0007009_C0220756,0
C0007009_C0242422,0
C0007009_C0268250,0
C0007009_C0268251,0
C0007009_C0268465,0
C0007009_C0268490,0
C0007009_C0268542,0
C0007009_C0268579,0
C0007009_C0270846,0
C0007009_C0282528,0
C0007009_C0349653,0
C0007009_C0442874,0
C0007009_C0494475,0
C0007009_C0524851,0
C0007009_C0751434,0
C0007009_C0751435,0
C0007009_C0751436,0
C0007009_C0751882,0
C0007009_C0752120,0
C0007009_C0878544,0
C0007009_C0878773,0
C0007009_C0948089,0
C0007009_C1145670,0
C0007009_C1527231,0
C0007009_C1849508,0
C0007009_C1961835,0
C0007009_C2931688,0
C0007009_C5203670,0
C0007257_C0001125,0
C0007257_C0002066,0
C0007257_C0002395,0
C0007257_C0002986,0
C0007257_C0004096,0
C0007257_C0004238,0
C0007257_C0007194,0
C0007257_C0007222,0
C0007257_C0011168,0
C0007257_C0011849,0
C0007257_C0011860,0
C0007257_C0014544,0
C0007257_C0017205,0
C0007257_C0018790,0
C0007257_C0018799,0
C0007257_C0018801,0
C0007257_C0018802,0
C0007257_C0019147,0
C0007257_C0019151,0
C0007257_C0019202,0
C0007257_C0019247,0
C0007257_C0019880,0
C0007257_C0020179,0
C0007257_C0020538,0
C0007257_C0020541,0
C0007257_C0020615,0
C0007257_C0023521,0
C0007257_C0023890,0
C0007257_C0023895,0
C0007257_C0024117,0
C0007257_C0024408,0
C0007257_C0024776,0
C0007257_C0025517,0
C0007257_C0025521,0
C0007257_C0026848,0
C0007257_C0026850,0
C0007257_C0027051,0
C0007257_C0027126,0
C0007257_C0027765,0
C0007257_C0027868,0
C0007257_C0028754,0
C0007257_C0030567,0
C0007257_C0031485,0
C0007257_C0038454,0
C0007257_C0043459,0
C0007257_C0085584,0
C0007257_C0087012,0
C0007257_C0149931,0
C0007257_C0154246,0
C0007257_C0162309,0
C0007257_C0162671,0
C0007257_C0220756,0
C0007257_C0242422,0
C0007257_C0268250,0
C0007257_C0268251,0
C0007257_C0268465,0
C0007257_C0268490,0
C0007257_C0268542,0
C0007257_C0268579,0
C0007257_C0270846,0
C0007257_C0282528,0
C0007257_C0349653,0
C0007257_C0442874,0
C0007257_C0494475,0
C0007257_C0524851,0
C0007257_C0751434,0
C0007257_C0751435,0
C0007257_C0751436,0
C0007257_C0751882,0
C0007257_C0752120,0
C0007257_C0878544,0
C0007257_C0878773,0
C0007257_C0948089,0
C0007257_C1145670,0
C0007257_C1527231,0
C0007257_C1849508,0
C0007257_C1961835,0
C0007257_C2931688,0
C0007257_C5203670,0
C0007299_C0001125,0
C0007299_C0002066,0
C0007299_C0002395,0
C0007299_C0002986,0
C0007299_C0004096,0
C0007299_C0004238,0
C0007299_C0007194,0
C0007299_C0011168,0
C0007299_C0011849,0
C0007299_C0011860,0
C0007299_C0014544,0
C0007299_C0017205,0
C0007299_C0018790,0
C0007299_C0018799,0
C0007299_C0018801,0
C0007299_C0018802,0
C0007299_C0019147,0
C0007299_C0019151,0
C0007299_C0019202,0
C0007299_C0019247,0
C0007299_C0019880,0
C0007299_C0020179,0
C0007299_C0020541,0
C0007299_C0020615,0
C0007299_C0023521,0
C0007299_C0023890,0
C0007299_C0023895,0
C0007299_C0024117,0
C0007299_C0024408,0
C0007299_C0024776,0
C0007299_C0025517,0
C0007299_C0025521,0
C0007299_C0026848,0
C0007299_C0026850,0
C0007299_C0026896,0
C0007299_C0027051,0
C0007299_C0027126,0
C0007299_C0027765,0
C0007299_C0027868,0
C0007299_C0028754,0
C0007299_C0030567,0
C0007299_C0031485,0
C0007299_C0038454,0
C0007299_C0043459,0
C0007299_C0085584,0
C0007299_C0087012,0
C0007299_C0149931,0
C0007299_C0154246,0
C0007299_C0162309,0
C0007299_C0162671,0
C0007299_C0220756,0
C0007299_C0242422,0
C0007299_C0268250,0
C0007299_C0268251,0
C0007299_C0268465,0
C0007299_C0268490,0
C0007299_C0268542,0
C0007299_C0268579,0
C0007299_C0270846,0
C0007299_C0282528,0
C0007299_C0349653,0
C0007299_C0442874,0
C0007299_C0494475,0
C0007299_C0524851,0
C0007299_C0751434,0
C0007299_C0751435,0
C0007299_C0751436,0
C0007299_C0751882,0
C0007299_C0752120,0
C0007299_C0878544,0
C0007299_C0878773,0
C0007299_C0948089,0
C0007299_C1145670,0
C0007299_C1527231,0
C0007299_C1849508,0
C0007299_C1961835,0
C0007299_C2931688,0
C0007299_C5203670,0
C0007561_C0001125,0
C0007561_C0002066,0
C0007561_C0002395,0
C0007561_C0002986,0
C0007561_C0004096,0
C0007561_C0004238,0
C0007561_C0007194,0
C0007561_C0007222,0
C0007561_C0011168,0
C0007561_C0011849,0
C0007561_C0011860,0
C0007561_C0014544,0
C0007561_C0017205,0
C0007561_C0018790,0
C0007561_C0018799,0
C0007561_C0018801,0
C0007561_C0018802,0
C0007561_C0019147,0
C0007561_C0019151,0
C0007561_C0019202,0
C0007561_C0019247,0
C0007561_C0019880,0
C0007561_C0020179,0
C0007561_C0020538,0
C0007561_C0020541,0
C0007561_C0020615,0
C0007561_C0023521,0
C0007561_C0023890,0
C0007561_C0023895,0
C0007561_C0024117,0
C0007561_C0024408,0
C0007561_C0024776,0
C0007561_C0025517,0
C0007561_C0025521,0
C0007561_C0026848,0
C0007561_C0026850,0
C0007561_C0026896,0
C0007561_C0027051,0
C0007561_C0027126,0
C0007561_C0027765,0
C0007561_C0027868,0
C0007561_C0028754,0
C0007561_C0031485,0
C0007561_C0038454,0
C0007561_C0043459,0
C0007561_C0085584,0
C0007561_C0087012,0
C0007561_C0149931,0
C0007561_C0154246,0
C0007561_C0162309,0
C0007561_C0162671,0
C0007561_C0220756,0
C0007561_C0242422,0
C0007561_C0268250,0
C0007561_C0268251,0
C0007561_C0268465,0
C0007561_C0268490,0
C0007561_C0268542,0
C0007561_C0268579,0
C0007561_C0270846,0
C0007561_C0282528,0
C0007561_C0349653,0
C0007561_C0442874,0
C0007561_C0494475,0
C0007561_C0524851,0
C0007561_C0751434,0
C0007561_C0751435,0
C0007561_C0751436,0
C0007561_C0751882,0
C0007561_C0752120,0
C0007561_C0878544,0
C0007561_C0878773,0
C0007561_C0948089,0
C0007561_C1145670,0
C0007561_C1527231,0
C0007561_C1849508,0
C0007561_C1961835,0
C0007561_C2931688,0
C0007561_C5203670,0
C0008024_C0001125,0
C0008024_C0002066,0
C0008024_C0002395,0
C0008024_C0002986,0
C0008024_C0004096,0
C0008024_C0004238,0
C0008024_C0007194,0
C0008024_C0007222,0
C0008024_C0011168,0
C0008024_C0011849,0
C0008024_C0011860,0
C0008024_C0014544,0
C0008024_C0017205,0
C0008024_C0018790,0
C0008024_C0018799,0
C0008024_C0018801,0
C0008024_C0018802,0
C0008024_C0019147,0
C0008024_C0019151,0
C0008024_C0019202,0
C0008024_C0019247,0
C0008024_C0019880,0
C0008024_C0020179,0
C0008024_C0020538,0
C0008024_C0020541,0
C0008024_C0020615,0
C0008024_C0023521,0
C0008024_C0023890,0
C0008024_C0023895,0
C0008024_C0024117,0
C0008024_C0024408,0
C0008024_C0024776,0
C0008024_C0025517,0
C0008024_C0025521,0
C0008024_C0026848,0
C0008024_C0026850,0
C0008024_C0026896,0
C0008024_C0027051,0
C0008024_C0027126,0
C0008024_C0027765,0
C0008024_C0027868,0
C0008024_C0028754,0
C0008024_C0030567,0
C0008024_C0031485,0
C0008024_C0038454,0
C0008024_C0085584,0
C0008024_C0087012,0
C0008024_C0149931,0
C0008024_C0154246,0
C0008024_C0162309,0
C0008024_C0162671,0
C0008024_C0220756,0
C0008024_C0242422,0
C0008024_C0268250,0
C0008024_C0268251,0
C0008024_C0268465,0
C0008024_C0268490,0
C0008024_C0268542,0
C0008024_C0268579,0
C0008024_C0270846,0
C0008024_C0282528,0
C0008024_C0349653,0
C0008024_C0442874,0
C0008024_C0494475,0
C0008024_C0524851,0
C0008024_C0751434,0
C0008024_C0751435,0
C0008024_C0751436,0
C0008024_C0751882,0
C0008024_C0752120,0
C0008024_C0878544,0
C0008024_C0878773,0
C0008024_C0948089,0
C0008024_C1145670,0
C0008024_C1527231,0
C0008024_C1849508,0
C0008024_C1961835,0
C0008024_C2931688,0
C0008024_C5203670,0
C0008161_C0001125,0
C0008161_C0002066,0
C0008161_C0002395,0
C0008161_C0002986,0
C0008161_C0004096,0
C0008161_C0004238,0
C0008161_C0007194,0
C0008161_C0007222,0
C0008161_C0011168,0
C0008161_C0011849,0
C0008161_C0011860,0
C0008161_C0014544,0
C0008161_C0017205,0
C0008161_C0018790,0
C0008161_C0018799,0
C0008161_C0018801,0
C0008161_C0018802,0
C0008161_C0019147,0
C0008161_C0019151,0
C0008161_C0019202,0
C0008161_C0019247,0
C0008161_C0019880,0
C0008161_C0020179,0
C0008161_C0020538,0
C0008161_C0020541,0
C0008161_C0020615,0
C0008161_C0023521,0
C0008161_C0023890,0
C0008161_C0023895,0
C0008161_C0024117,0
C0008161_C0024408,0
C0008161_C0024776,0
C0008161_C0025517,0
C0008161_C0025521,0
C0008161_C0026848,0
C0008161_C0026850,0
C0008161_C0026896,0
C0008161_C0027051,0
C0008161_C0027126,0
C0008161_C0027765,0
C0008161_C0027868,0
C0008161_C0028754,0
C0008161_C0030567,0
C0008161_C0031485,0
C0008161_C0038454,0
C0008161_C0043459,0
C0008161_C0087012,0
C0008161_C0149931,0
C0008161_C0154246,0
C0008161_C0162309,0
C0008161_C0162671,0
C0008161_C0220756,0
C0008161_C0242422,0
C0008161_C0268250,0
C0008161_C0268251,0
C0008161_C0268465,0
C0008161_C0268490,0
C0008161_C0268542,0
C0008161_C0268579,0
C0008161_C0270846,0
C0008161_C0282528,0
C0008161_C0349653,0
C0008161_C0442874,0
C0008161_C0494475,0
C0008161_C0524851,0
C0008161_C0751434,0
C0008161_C0751435,0
C0008161_C0751436,0
C0008161_C0751882,0
C0008161_C0752120,0
C0008161_C0878544,0
C0008161_C0878773,0
C0008161_C0948089,0
C0008161_C1145670,0
C0008161_C1527231,0
C0008161_C1849508,0
C0008161_C1961835,0
C0008161_C2931688,0
C0008161_C5203670,0
C0008269_C0001125,0
C0008269_C0002066,0
C0008269_C0002395,0
C0008269_C0002986,0
C0008269_C0004096,0
C0008269_C0007194,0
C0008269_C0007222,0
C0008269_C0011168,0
C0008269_C0011849,0
C0008269_C0011860,0
C0008269_C0014544,0
C0008269_C0017205,0
C0008269_C0018790,0
C0008269_C0018799,0
C0008269_C0018801,0
C0008269_C0018802,0
C0008269_C0019147,0
C0008269_C0019151,0
C0008269_C0019202,0
C0008269_C0019247,0
C0008269_C0019880,0
C0008269_C0020179,0
C0008269_C0020538,0
C0008269_C0020541,0
C0008269_C0020615,0
C0008269_C0023521,0
C0008269_C0023890,0
C0008269_C0023895,0
C0008269_C0024117,0
C0008269_C0024408,0
C0008269_C0024776,0
C0008269_C0025517,0
C0008269_C0025521,0
C0008269_C0026848,0
C0008269_C0026850,0
C0008269_C0026896,0
C0008269_C0027051,0
C0008269_C0027126,0
C0008269_C0027765,0
C0008269_C0027868,0
C0008269_C0028754,0
C0008269_C0030567,0
C0008269_C0031485,0
C0008269_C0038454,0
C0008269_C0043459,0
C0008269_C0087012,0
C0008269_C0149931,0
C0008269_C0154246,0
C0008269_C0162309,0
C0008269_C0162671,0
C0008269_C0220756,0
C0008269_C0242422,0
C0008269_C0268250,0
C0008269_C0268251,0
C0008269_C0268465,0
C0008269_C0268490,0
C0008269_C0268542,0
C0008269_C0268579,0
C0008269_C0270846,0
C0008269_C0282528,0
C0008269_C0349653,0
C0008269_C0442874,0
C0008269_C0494475,0
C0008269_C0524851,0
C0008269_C0751434,0
C0008269_C0751435,0
C0008269_C0751436,0
C0008269_C0751882,0
C0008269_C0752120,0
C0008269_C0878544,0
C0008269_C0878773,0
C0008269_C0948089,0
C0008269_C1145670,0
C0008269_C1527231,0
C0008269_C1849508,0
C0008269_C1961835,0
C0008269_C2931688,0
C0008269_C5203670,0
C0008294_C0001125,0
C0008294_C0002066,0
C0008294_C0002395,0
C0008294_C0002986,0
C0008294_C0004096,0
C0008294_C0004238,0
C0008294_C0007194,0
C0008294_C0011168,0
C0008294_C0011860,0
C0008294_C0014544,0
C0008294_C0017205,0
C0008294_C0018790,0
C0008294_C0018801,0
C0008294_C0019147,0
C0008294_C0019151,0
C0008294_C0019202,0
C0008294_C0019247,0
C0008294_C0019880,0
C0008294_C0020179,0
C0008294_C0020541,0
C0008294_C0020615,0
C0008294_C0023521,0
C0008294_C0023890,0
C0008294_C0023895,0
C0008294_C0024117,0
C0008294_C0024408,0
C0008294_C0024776,0
C0008294_C0025517,0
C0008294_C0025521,0
C0008294_C0026848,0
C0008294_C0026850,0
C0008294_C0026896,0
C0008294_C0027126,0
C0008294_C0027765,0
C0008294_C0027868,0
C0008294_C0028754,0
C0008294_C0030567,0
C0008294_C0031485,0
C0008294_C0038454,0
C0008294_C0043459,0
C0008294_C0085584,0
C0008294_C0087012,0
C0008294_C0149931,0
C0008294_C0154246,0
C0008294_C0162309,0
C0008294_C0162671,0
C0008294_C0220756,0
C0008294_C0242422,0
C0008294_C0268250,0
C0008294_C0268251,0
C0008294_C0268465,0
C0008294_C0268490,0
C0008294_C0268542,0
C0008294_C0268579,0
C0008294_C0270846,0
C0008294_C0282528,0
C0008294_C0349653,0
C0008294_C0442874,0
C0008294_C0494475,0
C0008294_C0524851,0
C0008294_C0751434,0
C0008294_C0751435,0
C0008294_C0751436,0
C0008294_C0751882,0
C0008294_C0752120,0
C0008294_C0878544,0
C0008294_C0878773,0
C0008294_C0948089,0
C0008294_C1145670,0
C0008294_C1527231,0
C0008294_C1849508,0
C0008294_C1961835,0
C0008294_C2931688,0
C0008294_C5203670,0
C0008318_C0001125,0
C0008318_C0002066,0
C0008318_C0002395,0
C0008318_C0002986,0
C0008318_C0004238,0
C0008318_C0007194,0
C0008318_C0011168,0
C0008318_C0011860,0
C0008318_C0014544,0
C0008318_C0017205,0
C0008318_C0018790,0
C0008318_C0018799,0
C0008318_C0018801,0
C0008318_C0018802,0
C0008318_C0019147,0
C0008318_C0019151,0
C0008318_C0019202,0
C0008318_C0019247,0
C0008318_C0019880,0
C0008318_C0020179,0
C0008318_C0020538,0
C0008318_C0020541,0
C0008318_C0020615,0
C0008318_C0023521,0
C0008318_C0023890,0
C0008318_C0023895,0
C0008318_C0024117,0
C0008318_C0024408,0
C0008318_C0024776,0
C0008318_C0025517,0
C0008318_C0025521,0
C0008318_C0026848,0
C0008318_C0026850,0
C0008318_C0026896,0
C0008318_C0027051,0
C0008318_C0027126,0
C0008318_C0027765,0
C0008318_C0027868,0
C0008318_C0031485,0
C0008318_C0038454,0
C0008318_C0043459,0
C0008318_C0085584,0
C0008318_C0087012,0
C0008318_C0149931,0
C0008318_C0154246,0
C0008318_C0162671,0
C0008318_C0220756,0
C0008318_C0242422,0
C0008318_C0268250,0
C0008318_C0268251,0
C0008318_C0268465,0
C0008318_C0268490,0
C0008318_C0268542,0
C0008318_C0268579,0
C0008318_C0270846,0
C0008318_C0282528,0
C0008318_C0349653,0
C0008318_C0442874,0
C0008318_C0494475,0
C0008318_C0524851,0
C0008318_C0751434,0
C0008318_C0751435,0
C0008318_C0751436,0
C0008318_C0751882,0
C0008318_C0752120,0
C0008318_C0878544,0
C0008318_C0878773,0
C0008318_C0948089,0
C0008318_C1527231,0
C0008318_C1849508,0
C0008318_C1961835,0
C0008318_C2931688,0
C0008318_C5203670,0
C0008402_C0001125,0
C0008402_C0002066,0
C0008402_C0002395,0
C0008402_C0002986,0
C0008402_C0004096,0
C0008402_C0004238,0
C0008402_C0007194,0
C0008402_C0011168,0
C0008402_C0011849,0
C0008402_C0011860,0
C0008402_C0014544,0
C0008402_C0017205,0
C0008402_C0018790,0
C0008402_C0018799,0
C0008402_C0018801,0
C0008402_C0018802,0
C0008402_C0019147,0
C0008402_C0019151,0
C0008402_C0019202,0
C0008402_C0019247,0
C0008402_C0019880,0
C0008402_C0020179,0
C0008402_C0020538,0
C0008402_C0020541,0
C0008402_C0020615,0
C0008402_C0023521,0
C0008402_C0023890,0
C0008402_C0023895,0
C0008402_C0024117,0
C0008402_C0024408,0
C0008402_C0024776,0
C0008402_C0025517,0
C0008402_C0025521,0
C0008402_C0026848,0
C0008402_C0026850,0
C0008402_C0026896,0
C0008402_C0027126,0
C0008402_C0027765,0
C0008402_C0027868,0
C0008402_C0028754,0
C0008402_C0030567,0
C0008402_C0031485,0
C0008402_C0038454,0
C0008402_C0043459,0
C0008402_C0085584,0
C0008402_C0087012,0
C0008402_C0149931,0
C0008402_C0154246,0
C0008402_C0162309,0
C0008402_C0162671,0
C0008402_C0220756,0
C0008402_C0242422,0
C0008402_C0268250,0
